Year,Year ending,Police Service Area,Local Government Area,LGA,Offence Division,offence_div,Offence Subdivision,Offence Subgroup,Offence Count,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2020,June,Banyule,Banyule,BANYULE,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,4,3.0,3.0
2020,June,Banyule,Banyule,BANYULE,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D33 Begging,1,0.8,0.8
2020,June,Banyule,Banyule,BANYULE,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,73,55.1,55.1
2020,June,Banyule,Banyule,BANYULE,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,3,2.3,2.3
2020,June,Banyule,Banyule,BANYULE,D Public order and security offences,D Public order and security offences,D40 Public security offences,D43 Hacking,2,1.5,1.5
2020,June,Banyule,Banyule,BANYULE,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2,1.5,1.5
2020,June,Banyule,Banyule,BANYULE,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,95,71.8,71.8
2020,June,Banyule,Banyule,BANYULE,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,9,6.8,6.8
2020,June,Banyule,Banyule,BANYULE,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,22,16.6,16.6
2020,June,Banyule,Banyule,BANYULE,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,9,6.8,6.8
2020,June,Banyule,Banyule,BANYULE,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,763,576.4,576.4
2020,June,Banyule,Banyule,BANYULE,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,142,107.3,107.3
2020,June,Banyule,Banyule,BANYULE,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,1070,808.3,808.3
2020,June,Banyule,Banyule,BANYULE,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,107,80.8,80.8
2020,June,Banyule,Banyule,BANYULE,F Other offences,F Other offences,F20 Transport regulation offences,F21 Public transport,5,3.8,3.8
2020,June,Banyule,Banyule,BANYULE,F Other offences,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,1,0.8,0.8
2020,June,Banyule,Banyule,BANYULE,F Other offences,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,8,6.0,6.0
2020,June,Banyule,Banyule,BANYULE,F Other offences,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,46,34.8,34.8
2020,June,Banyule,Banyule,BANYULE,F Other offences,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,2,1.5,1.5
2020,June,Banyule,Banyule,BANYULE,F Other offences,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,1,0.8,0.8
2020,June,Bass Coast,Bass Coast,BASS COAST,A Crimes against the person,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,3.0,5.4
2020,June,Bass Coast,Bass Coast,BASS COAST,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,77,114.6,207.7
2020,June,Bass Coast,Bass Coast,BASS COAST,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,36,53.6,97.1
2020,June,Bass Coast,Bass Coast,BASS COAST,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",11,16.4,29.7
2020,June,Bass Coast,Bass Coast,BASS COAST,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,92,136.9,248.2
2020,June,Bass Coast,Bass Coast,BASS COAST,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,44,65.5,118.7
2020,June,Bass Coast,Bass Coast,BASS COAST,A Crimes against the person,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,103,153.3,277.9
2020,June,Bass Coast,Bass Coast,BASS COAST,A Crimes against the person,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,1,1.5,2.7
2020,June,Bass Coast,Bass Coast,BASS COAST,A Crimes against the person,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,1,1.5,2.7
2020,June,Bass Coast,Bass Coast,BASS COAST,A Crimes against the person,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,3,4.5,8.1
2020,June,Bass Coast,Bass Coast,BASS COAST,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,16,23.8,43.2
2020,June,Bass Coast,Bass Coast,BASS COAST,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,10,14.9,27.0
2020,June,Bass Coast,Bass Coast,BASS COAST,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,16,23.8,43.2
2020,June,Bass Coast,Bass Coast,BASS COAST,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,7,10.4,18.9
2020,June,Bass Coast,Bass Coast,BASS COAST,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,48,71.4,129.5
2020,June,Bass Coast,Bass Coast,BASS COAST,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,14,20.8,37.8
2020,June,Bass Coast,Bass Coast,BASS COAST,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,1,1.5,2.7
2020,June,Bass Coast,Bass Coast,BASS COAST,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,3,4.5,8.1
2020,June,Bass Coast,Bass Coast,BASS COAST,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,20,29.8,54.0
2020,June,Bass Coast,Bass Coast,BASS COAST,B Property and deception offences,B Property and deception offences,B10 Arson,B11 Cause damage by fire,15,22.3,40.5
2020,June,Bass Coast,Bass Coast,BASS COAST,B Property and deception offences,B Property and deception offences,B10 Arson,B19 Other fire related offences,5,7.4,13.5
2020,June,Bass Coast,Bass Coast,BASS COAST,B Property and deception offences,B Property and deception offences,B20 Property damage,B21 Criminal damage,240,357.2,647.4
2020,June,Bass Coast,Bass Coast,BASS COAST,B Property and deception offences,B Property and deception offences,B20 Property damage,B22 Graffiti,9,13.4,24.3
2020,June,Bass Coast,Bass Coast,BASS COAST,B Property and deception offences,B Property and deception offences,B20 Property damage,B29 Other property damage offences,2,3.0,5.4
2020,June,Bass Coast,Bass Coast,BASS COAST,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,7,10.4,18.9
2020,June,Bass Coast,Bass Coast,BASS COAST,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1,1.5,2.7
2020,June,Bass Coast,Bass Coast,BASS COAST,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,166,247.1,447.8
2020,June,Bass Coast,Bass Coast,BASS COAST,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,45,67.0,121.4
2020,June,Bass Coast,Bass Coast,BASS COAST,B Property and deception offences,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,57,84.8,153.8
2020,June,Bass Coast,Bass Coast,BASS COAST,B Property and deception offences,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,117,174.1,315.6
2020,June,Bass Coast,Bass Coast,BASS COAST,B Property and deception offences,B Property and deception offences,B40 Theft,B43 Steal from a retail store,81,120.6,218.5
2020,June,Bass Coast,Bass Coast,BASS COAST,B Property and deception offences,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,29,43.2,78.2
2020,June,Bass Coast,Bass Coast,BASS COAST,B Property and deception offences,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,64,95.3,172.7
2020,June,Bass Coast,Bass Coast,BASS COAST,B Property and deception offences,B Property and deception offences,B40 Theft,B49 Other theft,224,333.4,604.3
2020,June,Bass Coast,Bass Coast,BASS COAST,B Property and deception offences,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,17,25.3,45.9
2020,June,Bass Coast,Bass Coast,BASS COAST,B Property and deception offences,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,94,139.9,253.6
2020,June,Bass Coast,Bass Coast,BASS COAST,B Property and deception offences,B Property and deception offences,B50 Deception,B54 State false information,1,1.5,2.7
2020,June,Bass Coast,Bass Coast,BASS COAST,B Property and deception offences,B Property and deception offences,B50 Deception,B59 Other deception offences,6,8.9,16.2
2020,June,Bass Coast,Bass Coast,BASS COAST,C Drug offences,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,2,3.0,5.4
2020,June,Bass Coast,Bass Coast,BASS COAST,C Drug offences,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,35,52.1,94.4
2020,June,Bass Coast,Bass Coast,BASS COAST,C Drug offences,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,12,17.9,32.4
2020,June,Bass Coast,Bass Coast,BASS COAST,C Drug offences,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,1,1.5,2.7
2020,June,Bass Coast,Bass Coast,BASS COAST,C Drug offences,C Drug offences,C30 Drug use and possession,C31 Drug use,4,6.0,10.8
2020,June,Bass Coast,Bass Coast,BASS COAST,C Drug offences,C Drug offences,C30 Drug use and possession,C32 Drug possession,103,153.3,277.9
2020,June,Bass Coast,Bass Coast,BASS COAST,D Public order and security offences,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,37,55.1,99.8
2020,June,Bass Coast,Bass Coast,BASS COAST,D Public order and security offences,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,44,65.5,118.7
2020,June,Bass Coast,Bass Coast,BASS COAST,D Public order and security offences,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,1,1.5,2.7
2020,June,Bass Coast,Bass Coast,BASS COAST,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,6,8.9,16.2
2020,June,Bass Coast,Bass Coast,BASS COAST,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,35,52.1,94.4
2020,June,Bass Coast,Bass Coast,BASS COAST,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,11,16.4,29.7
2020,June,Bass Coast,Bass Coast,BASS COAST,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,3,4.5,8.1
2020,June,Bass Coast,Bass Coast,BASS COAST,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,4,6.0,10.8
2020,June,Bass Coast,Bass Coast,BASS COAST,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,1,1.5,2.7
2020,June,Bass Coast,Bass Coast,BASS COAST,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,8,11.9,21.6
2020,June,Bass Coast,Bass Coast,BASS COAST,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,10,14.9,27.0
2020,June,Bass Coast,Bass Coast,BASS COAST,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,23,34.2,62.0
2020,June,Bass Coast,Bass Coast,BASS COAST,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,11,16.4,29.7
2020,June,Bass Coast,Bass Coast,BASS COAST,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,436,648.9,1176.2
2020,June,Bass Coast,Bass Coast,BASS COAST,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,48,71.4,129.5
2020,June,Bass Coast,Bass Coast,BASS COAST,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,38,56.6,102.5
2020,June,Bass Coast,Bass Coast,BASS COAST,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,2,3.0,5.4
2020,June,Bass Coast,Bass Coast,BASS COAST,F Other offences,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,12,17.9,32.4
